sentence	voicevox_says	kuromoji_expects
先週、サッカーの大会に参加しました。	せんしゅうさっかあのたいかいにさんかしました	せんしゅうさっかのたいかいにさんかしました
先生がおっしゃったことを、ノートに書いておきました。	せんせえがおっしゃったことおのおとにかいておきました	せんせえがおっしゃったことおのとにかいておきました
先生から答えをもらって、ノートに書いて、家で練習します。	せんせえからこたえおもらってのおとにかいてえでれんしゅうします	せんせえからこたえおもらってのとにかいてえでれんしゅうします
先生が長年書きためた研究を、ついに一冊の本として出版することになった。	せんせえがながねんかきためたけんきゅうおついにいっさつのほんとしてしゅっぱんすることになった	せんせえがながねんかきためたけんきゅうおついにいちさつのほんとしてしゅっぱんすることになった
先生に、この漢字の正しい書き順を教えていただきました。	せんせえにこのかんじのただしいかきじゅんおしえてえただきました	せんせえにこのかんじのただしいがきじゅんおしえてえただきました
先生にレポートを渡しました。	せんせえにれぽおとおわたしました	せんせえにれぽとおわたしました
先生に渡された分厚い資料を、一晩で読まされて本当に大変だった。	せんせえにわたされたぶあついしりょおひとばんでよまされてほんとおにたいえんだった	せんせえにわたされたぶあついしりょおいちばんでよまされてほんとおにたいえんだった
先着100名様に限り、特典をプレゼントします。	せんちゃくひゃくめえさまにかぎりとくてんおぷれぜんとします	せんちゃくめえさまにかぎりとくてんおぷれぜんとします
先日、デパートの売り場で、教授へのお祝いの品物を買いました。	せんじつでぱあとのおりばできょおじゅえのおいわいのしなものおかいました	せんじつでぱとのおりばできょおじゅえのおいわいのしなものおかいました
先日お送りした請求書に誤りがございました。正しいものを本日改めてお送りいたしましたので、お手数ですが、先のものは破棄していただけますようお願いいたします。	せんじつおくりしたせえきゅうしょにあやまりがございましたただしいものおほんじつあらためておくりいたしましたのでおてすうですがさきのものわわきしてえただけますよおねがいたします	せんじつおくりしたせえきゅうしょにあやまりがございましたただしいものおほんじつあらためておくりいたしましたのでおてかずですがさきのものわわきしてえただけますよおねがいたします
先輩がギターを弾いて、誰かが歌を歌っていました。	せんぱいがぎたあおひいてだれかがうたおたってえました	せんぱいがぎたおひいてだれかがうたおたってえました
先輩との食事の後は『ご馳走様でした』。	せんぱいとのしょくじのあとわごちそおさまでした	せんぱいとのしょくじののちわごちそおさまでした
先輩は「ええと、確か9時からだったと思います」と答えました。	せんぱいわえとたしかくじからだったとおもいますとこたえました	せんぱいわえとたしかじからだったとおもいますとこたえました
専門家の手によって、傷んだ古文書が見事に復元された。	せんもんかのてによってえたんだこもんじょがみごとにふくげんされた	せんもんかのてによってえたんだこぶんしょがみごとにふくげんされた
洗った髪をドライヤーで乾かしました。	あらったかみおどらいやあでかわかしました	あらったかみおどらいやでかわかしました
洗濯物が乾いたら、きれいに畳んでください。	せんたくものがかわいたらきれえにたたんでください	せんたくぶつがかわいたらきれえにたたんでください
洗濯物をきちんと畳んで、種類ごとに引き出しへしまった。	せんたくものおきちんとたたんでしゅるいごとにひきだしえしまった	せんたくぶつおきちんとたたんでしゅるいごとにひきだしえしまった
洗濯物を干します。	せんたくものおほします	せんたくぶつおほします
船便はやすいですが、一か月ぐらいかかります。	ふなびんわやすいですがいっかげつぐらいかかります	ふなびんわやすいですがいちかげつぐらいかかります
選手が全力で投げたボールは、鋭い音を立ててミットに収まった。	せんしゅがぜんりょくでなげたぼおるわするどいおとおたててみっとにおさまった	せんしゅがぜんりょくでなげたぼるわするどいおとおたててみっとにおさまった
選手たちは一秒でも速くゴールしようと、全力で競っていた。	せんしゅたちわいちびょおでもわやくごおるしよおとぜんりょくできそってえた	せんしゅたちわいちびょおでもわやくごるしよおとぜんりょくできそってえた
銭湯はただ体をあらうばしょではなく、ちいきの人が顔を合わせる場でもあった。	せんとおわただからだおあらうばしょでわなくちいきのひとがかおあわせるばでもあった	せんとおわただからだおあらうばしょでわなくちいきのじんがかおあわせるばでもあった
全盛を誇ったチームも、主力の引退とともに勢いを失った。	ぜんせえおほこったちいむもしゅりょくのいんたいとともにいきおいおしなった	ぜんせえおほこったちむもしゅりょくのいんたいとともにいきおいおしなった
全部は無理でも、少なくとも半分は今日中に終わらせたい。	ぜんぶわむりでもすくなくともわんぶんわきょおじゅうにおわらせたい	ぜんぶわむりでもすくなくともわんぶんわきょおちゅうにおわらせたい
祖父の生き様に感化され、私は医の道を志すに至った。	そふのいきざまにかんかされわたしわいのみちおこころざすにいたった	そふのいきさまにかんかされわたしわいのみちおこころざすにいたった
祖父の米寿を祝って、家族みんなで盛大なパーティーを開いた。	そふのべえじゅおいわってかぞくみんなでせえだいなぱあてぃいおひらいた	そふのべえじゅおいわってかぞくみんなでせえだいなぱてぃおひらいた
祖父は「疾く行け」と、古めかしい言い回しで私をせかした。	そふわわやくいけとふるめかしいまわしでわたしおせかした	そふわとくいけとふるめかしいまわしでわたしおせかした
祖父は若い頃から農業を続けていて、米作りにとても詳しい。	そふわわかいころからのおぎょおつずけてえてこめずくりにとてもくわしい	そふわわかいころからのおぎょおつずけてえてべえずくりにとてもくわしい
祖母は若い頃、コンサートでピアノを弾いていたそうです。	そぼわわかいころこんさあとでぴあのおひいてえたそおです	そぼわわかいころこんさとでぴあのおひいてえたそおです
祖母は昔ながらの糸車で、羊毛を一本の糸に紡いでいた。	そぼわむかしながらのいとぐるまでよおもおいっぽんのいとにつむいでえた	そぼわむかしながらのいとぐるまでよおもおいちほんのいとにつむいでえた
祖母は老眼鏡をかけ、破れた着物の裾を一針一針丁寧に縫っていた。	そぼわろおがんきょおかけやぶれたきもののすそおひとわりひとわりてえねえにぬってえた	そぼわろおがんきょおかけやぶれたきもののすそおいちわりいちわりてえねえにぬってえた
素潜りで海の底まで潜り、貝を採るのが彼の得意技だ。	すもぐりでうみのそこまでもぐりかいおとるのがかれのとくいわざだ	もともぐりでうみのそこまでくぐりかいおとるのがかれのとくいわざだ
組合側は賃上げを求めて、一歩も譲らない強硬な姿勢を貫いた。	くみあいがわわちんあげおもとめてえっぽもゆずらないきょおこおなしせえおつらぬいた	くみあいがわわちんあげおもとめてえちほもゆずらないきょおこおなしせえおつらぬいた
創業五十周年を機に、社長は苦難の歩みを回顧する一冊をしたためた。	そおぎょおごじゅっしゅうねんおきにしゃちょおわくなんのあゆみおかいこするいっさつおしたためた	そおぎょおごじゅうしゅうねんおきにしゃちょおわくなんのあゆみおかいこするいちさつおしたためた
創業者たちの弛まぬ努力こそが、今日の会社の礎を築いたのである。	そおぎょおものたちのたゆまぬどりょくこそがきょおのかいしゃのいしずえおきずいたのである	そおぎょおしゃたちのたるまぬどりょくこそがきょおのかいしゃのいしずえおきずいたのである
創立五十周年を記念して、盛大な式典が催された。	そおりつごじゅっしゅうねんおきねんしてせえだいなしきてんがもよおされた	そおりつごじゅうしゅうねんおきねんしてせえだいなしきてんがもよおされた
創立百周年を記念して、ホテルの大広間で豪華なパーティーが催された。	そおりつひゃくしゅうねんおきねんしてほてるのおひろまでごおかなぱあてぃいがもよおされた	そおりつひゃくしゅうねんおきねんしてほてるのおひろまでごおかなぱてぃがもよおされた
双方とも一歩も譲らず、条件面でなかなか折り合うことができなかった。	そおほおともいっぽもゆずらずじょおけんめんでなかなかおりあうことができなかった	そおほおともいちほもゆずらずじょおけんめんでなかなかおりあうことができなかった
壮大な目標に圧倒されそうだが、千里の道も一歩からで、まずは今日の一件から片づけよう。	そおだいなもくひょおにあっとおされそおだがせんりのみちもいっぽからでまずわきょおのいっけんからかたずけよお	そおだいなもくひょおにあっとおされそおだがせんりのみちもいちほからでまずわきょおのいちけんからかたずけよお
早期に発見できれば、この病気は治療によって完治する可能性が高い。	そおきにわっけんできればこのびょおきわちりょおによってかんちするかのおせえがたかい	そおきにわっけんできればこのびょおきわちりょおによってかんじするかのおせえがたかい
相手チームの弱点をよく研究したうえで、作戦を立てることにした。	あいてちいむのじゃくてんおよくけんきゅうしたうえでさくせんおたてることにした	あいてちむのじゃくてんおよくけんきゅうしたうえでさくせんおたてることにした
相手チームの弱点を徹底的に分析し、綿密な作戦を立てて試合に臨んだ。	あいてちいむのじゃくてんおてってえてきにぶんせきしめんみつなさくせんおたててしあいにのぞんだ	あいてちむのじゃくてんおてってえてきにぶんせきしめんみつなさくせんおたててしあいにのぞんだ
窓の外で風が吹いて、雨も降り始めました。	まどのそとでかぜがふいてあめもふりわじめました	まどのそとでかぜがふいてあめもおりわじめました
窓を拭いて、お風呂の壁を磨いて、洗濯物を干して、シャツを畳んで、ギフトを包んで、新聞紙で縛る — 一日中作業しました。	まどおふいておふろのかべおみがいてせんたくものおほしてしゃつおたたんでぎふとおつつんでしんぶんしでしばるいちにちじゅうさぎょおしました	まどおふいておふろのかべおみがいてせんたくぶつおほしてしゃつおたたんでぎふとおつつんでしんぶんしでしばるいちにちちゅうさぎょおしました
窓口が違うので、一階から二階へ移動しました。	まどぐちがちがうのでえっかいからにかいえどおしました	まどぐちがちがうのでえちかいからにかいえどおしました
走る→走った、見る→見た	わしるわしったみるみた	わしる→わしったみる→みた
送料も含めて、全部で三千円になります。	そおりょおもふくめてぜんぶでさんぜんえんになります	そおりょおもふくめてぜんぶでさんせんえんになります
息子はまだ小さいので、一人で学校に行けません。	むすこわまだちいさいのでひとりでがっこおにいけません	むすこわまだちいさいのでえちにんでがっこおにいけません
息子は夏休みに、飛行機の模型を一人で作り上げた。	むすこわなつやすみにひこおきのもけえおひとりでつくりあげた	むすこわなつやすみにひこおきのもけえおいちにんでつくりあげた
息子は最近ゲームに夢中で、勉強がおろそかになっている。	むすこわさいきんげえむにむちゅうでべんきょおがおろそかになってえる	むすこわさいきんげむにむちゅうでべんきょおがおろそかになってえる
俗世の名利に嫌気がさし、彼は山奥に遁世してしまった。	ぞくせのみょおりにいやけがさしかれわやまおくにとんせえしてしまった	ぞくせえのみょおりにいやけがさしかれわやまおくにとんせえしてしまった
村の長老の一言には、若者たちが束になっても敵わないほどの重みがあった。	むらのちょおろおのひとことにわわかものたちがたばになってもかなわないほどのおもみがあった	むらのちょおろおのひとことにわわかものたちがたばになってもてきわないほどのおもみがあった
村の入り口には、苔むした石の地蔵が昔から鎮座している。	むらのいりぐちにわこけむしたいしのじぞおがむかしからちんざしてえる	むらのいりくちにわこけむしたいしのじぞおがむかしからちんざしてえる
村上春樹の作品は、現実と幻想が交錯する独特の世界観で知られている。彼の文学が国境を越えて愛される理由は、現代人が抱える孤独や疎外感といった普遍的なテーマを、繊細な筆致で描き出している点にある。	むらかみわるきのさくひんわげんじつとげんそおがこおさくするどくとくのせかいかんでしられてえるかれのぶんがくがこっきょおこえてあいされるりゆうわげんだいじんがかかえるこどくやそがいかんといったふえんてきなてえまおせんさいなひっちでえがきだしてえるてんにある	むらかみわるきのさくひんわげんじつとげんそおがこおさくするどくとくのせかいかんでしられてえるかれのぶんがくがこっきょおこえてあいされるりゆうわげんだいじんがかかえるこどくやそがいかんといったふえんてきなてまおせんさいなひっちでえがきだしてえるてんにある
多少の経費の使い込みには目を瞑るとしても、書類の改ざんだけは断じて見過ごせない。	たしょおのけえひのつかいこみにわめおつぶるとしてもしょるいのかいざんだけわだんじてみすごせない	たしょおのけえひのつかいこみにわめおつむるとしてもしょるいのかいざんだけわだんじてみすごせない
太古の昔に落下した巨大な隕石が、生態系に壊滅的な影響を及ぼしたとされている。	たいこのむかしにらっかしたきょだいないんせきがせえたいけえにかいめつてきなえきょおよぼしたとされてえる	たいこのむかしにらっかしたきょだいな隕せきがせえたいけえにかいめつてきなえきょおよぼしたとされてえる
太陽が海に沈む景色を見ながら、二人で静かに歩きました。	たいよおがうみにしずむけしきおみながらふたりでしずかにあるきました	たいよおがうみにしずむけしきおみながらににんでしずかにあるきました
太陽が莫大なエネルギーを放ち続けられるのは、中心部で絶えず核融合が起きているからだ。	たいよおがばくだいなえねるぎいおわなちつずけられるのわちゅうしんぶでたえずかくゆうごおがおきてえるからだ	たいよおがばくだいなえねるぎおわなちつずけられるのわちゅうしんぶでたえずかくゆうごおがおきてえるからだ
打ち合わせは今日中に済ませますか、それとも明日に回しますか。	うちあわせわきょおじゅうにすませますかそれともあしたにまわしますか	うちあわせわきょおちゅうにすませますかそれともあしたにまわしますか
体に悪いと知りつつも、夜更かしがやめられない。	からだにわるいとしりつつもよふかしがやめられない	からだにわるいとしりつつもよるふかしがやめられない
待っている間に、書類に住所と生年月日を書いておきました。	まってえるあいだにしょるいにじゅうしょとせえねんがっぴおかいておきました	まってえるまにしょるいにじゅうしょとせえねんがっぴおかいておきました
台風の接近に伴い、猛烈な雨と風が一晩中続いた。	たいふうのせっきんにともないもおれつなあめとかぜがひとばんじゅうつずいた	たいふうのせっきんにともないもおれつなあめとかぜがいちばんちゅうつずいた
大手企業によるベンチャー企業の買収が、業界で相次いでいる。	おてきぎょおによるべんちゃあきぎょおのばいしゅうがぎょおかいであいついでえる	おてきぎょおによるべんちゃきぎょおのばいしゅうがぎょおかいであいついでえる
大人はもちろん、子供にも人気のあるテーマパークだ。	おとなわもちろんこどもにもにんきのあるてえまぱあくだ	おとなわもちろんこどもにもにんきのあるてまぱくだ
大勢の前で功績を讃えられ、彼は面映ゆそうに視線を落とした。	おぜえのまえでこおせきおたたえられかれわおもわゆそおにしせんおとした	たいせえのまえでこおせきおたたえられかれわおもわゆそおにしせんおとした
大勢の前で発表するときは、いつも緊張してしまう。	おぜえのまえでわっぴょおするときわいつもきんちょおしてしまう	たいせえのまえでわっぴょおするときわいつもきんちょおしてしまう
大勢の前で名前を間違えられ、恥ずかしい思いをした。	おぜえのまえでなまえおまちがえられわずかしいおもいおした	たいせえのまえでなまえおまちがえられわずかしいおもいおした
大勢の来賓を前に表彰されるという、晴れがましい場に立たせていただいた。	おぜえのらいひんおまえにひょおしょおされるというわれがましいばにたたせてえただいた	たいせえのらいひんおまえにひょおしょおされるというわれがましいじょおにたたせてえただいた
大切だ/じゃない/だった/じゃなかった	たいせつだじゃないだったじゃなかった	たいせつだ/じゃない/だった/じゃなかった
大切なのは、訪れる側が地元への敬意を忘れないことだろう。	たいせつなのわおとずれるがわがじもとえのけえおわすれないことだろお	たいせつなのわおとずれるがわがじもとえのけえいおわすれないことだろお
大腸では、残った内容物から水分が吸収され、便が形づくられる。	だいちょおでわのこったないよおぶつからすいぶんがきゅうしゅうされべんがかたちずくられる	だいちょおでわのこったないよおぶつからすいぶんがきゅうしゅうされびんがかたちずくられる
担当者に必要な書類をすべて渡してから、会場を後にした。	たんとおしゃにひつよおなしょるいおすべてわたしてからかいじょおあとにした	たんとおしゃにひつよおなしょるいおすべてわたしてからかいじょおごにした
担当者の急病で、契約手続きが一週間ほど滞ってしまった。	たんとおしゃのきゅうびょおでけえやくてつずきがいっしゅうかんほどとどこおってしまった	たんとおしゃのきゅうびょおでけえやくてつずきがいちしゅうかんほどとどこおってしまった
男の人が言います。「このレポート、あしたまででしたよね。」女の人が答えます。「ええ。でも部長が、あさってでもいいって。」男の人が言います。「よかった、じゃ今日はゆっくり書けます。」	おとこのひとがいますこのれぽおとあしたまででしたよねおんなのひとがこたえますえでもぶちょおがあさってでもいっておとこのひとがいますよかったじゃきょおわゆっくりかけます	おとこのひとがいますこのれぽとあしたまででしたよねおんなのひとがこたえますえでもぶちょおがあさってでもいっておとこのひとがいますよかったじゃきょおわゆっくりかけます
男の人が言います。「この書類、3枚コピーしてください。あ、やっぱり5枚お願いします。」	おとこのひとがいますこのしょるいさんまいこぴいしてくださいあやっぱりごまいおねがいします	おとこのひとがいますこのしょるいまいこぴしてくださいあやっぱりまいおねがいします
知らない間に時間が過ぎていた。	しらないあいだにじかんがすぎてえた	しらないまにじかんがすぎてえた
知らない町を一人で歩くのは、ちょっとさびしいけれど、自由でとても気持ちがよかったです。	しらないまちおひとりであるくのわちょっとさびしいけれどじゆうでとてもきもちがよかったです	しらないまちおいちにんであるくのわちょっとさびしいけれどじゆうでとてもきもちがよかったです
地位に伴う特権を当然のように享受する者ほど、それに見合う責任には無頓着なものだ。	ちいにともなうとっけんおとおぜんのよおにきょおじゅするものほどそれにみあうせきにんにわむとんちゃくなものだ	ちいにともなうとっけんおとおぜんのよおにきょおじゅするものほどそれにみあうせきにんにわむとんじゃくなものだ
地域の花火大会ともなれば、街全体が一気にお祭りムードになる。	ちいきのわなびたいかいともなればまちぜんたいがいっきにおまつりむうどになる	ちいきのわなびたいかいともなればまちぜんたいがいっきにおまつりむどになる
地域再生についてのセミナーに参加した。	ちいきさいせえについてのせみなあにさんかした	ちいきさいせえについてのせみなにさんかした
地球の重力に引かれて、放り上げたボールはやがて地面に落ちてくる。	ちきゅうのじゅうりょくにひかれてほおりあげたぼおるわやがてじめんにおちてくる	ちきゅうのじゅうりょくにひかれてほおりあげたぼるわやがてじめんにおちてくる
地球温暖化の問題は、もはや一国だけで解決できるものではない。	ちきゅうおんだんかのもんだいわもわやいっこくだけでかいけつできるものでわない	ちきゅうおんだんかのもんだいわもわやいちこくだけでかいけつできるものでわない
地球温暖化は、もはや一国だけでなく人類全体で取り組むべき課題である。	ちきゅうおんだんかわもわやいっこくだけでなくじんるいぜんたいでとりくむべきかだいである	ちきゅうおんだんかわもわやいちこくだけでなくじんるいぜんたいでとりくむべきかだいである
地震に備えて、家族が一週間過ごせる食料を準備しておいた。	じしんにそなえてかぞくがいっしゅうかんすごせるしょくりょおじゅんびしておいた	じしんにそなえてかぞくがいちしゅうかんすごせるしょくりょおじゅんびしておいた
地方自治体の財政は逼迫しており、公共サービスの縮小を余儀なくされている。	ちほおじちたいのざいせえわひっぱくしておりこおきょおさあびすのしゅくしょおよぎなくされてえる	ちほおじちたいのざいせえわひっぱくしておりこおきょおさびすのしゅくしょおよぎなくされてえる
茶道には、一杯の茶を点てる所作の一つ一つに奥妙な精神が宿っている。	さどおにわいっぱいのちゃおたてるしょさのひとつひとつにおくみょおなせえしんがやどってえる	さどおにわいちわいのちゃおたてるしょさのひとつひとつにおくみょおなせえしんがやどってえる
着る→着ます	きるきます	きる→きます
中央銀行が金利の引き上げに踏み切れば、住宅ローンの負担は一気に重くなる。	ちゅうおぎんこおがきんりのひきあげにふみきればじゅうたくろおんのふたんわいっきにおもくなる	ちゅうおぎんこおがきんりのひきあげにふみきればじゅうたくろんのふたんわいっきにおもくなる
昼はいつもラーメンを食べます。	ひるわいつもらあめんおたべます	ひるわいつもらめんおたべます
注文したビールが生温くて、店員さんに冷たいものと替えてもらった。	ちゅうもんしたびいるがなまぬるくててんいんさんにつめたいものとかえてもらった	ちゅうもんしたびるがなまぬるくててんいんさんにつめたいものとかえてもらった
著者は序文の中で、この本を書くに至った経緯を率直に綴っている。	ちょしゃわじょぶんのなかでこのほんおかくにいたったけえおそっちょくにつずってえる	ちょしゃわじょぶんのなかでこのほんおかくにいたったけえいおそっちょくにつずってえる
朝、お風呂の後、石鹸で手を洗って、新しいタオルを使います。	あさおふろのあとせっけんでておあらってあたらしいたおるおつかいます	あさおふろののちせっけんでておあらってあたらしいたおるおつかいます
朝、コーヒーを飲みます。	あさこおひいおのみます	あさこひおのみます
朝、電車が事故で三十分遅れました。	あさでんしゃがじこでさんじゅっぷんおくれました	あさでんしゃがじこでさんじゅうふんおくれました
朝6時に起きられるようになった。	あさろくじにおきられるよおになった	あさじにおきられるよおになった
朝6時に散歩します。	あさろくじにさんぽします	あさじにさんぽします
朝7時に起きて、夜11時に寝る。これが毎日のリズムです。	あさしちじにおきてよるじゅういちじにねるこれがまいにちのりずむです	あさじにおきてよるじにねるこれがまいにちのりずむです
朝から晩まで働きづめの彼は、典型的な日本のサラリーマンだ。	あさからばんまでわたらきずめのかれわてんけえてきなにっぽんのさらりいまんだ	あさからばんまでわたらきずめのかれわてんけえてきなにっぽんのさらりまんだ
朝ご飯にコーヒーを飲んで、お弁当も買いました。	あさごわんにこおひいおのんでおべんとおもかいました	あさごわんにこひおのんでおべんとおもかいました
朝ご飯はコップに水、茶碗にご飯、皿にパン。箸とスプーン、フォークも使います。	あさごわんわこっぷにみずちゃわんにごわんさらにぱんわしとすぷうんふぉおくもつかいます	あさごわんわこっぷにみずちゃわんにごわんさらにぱんわしとすぷんふぉくもつかいます
朝はおにぎりとコーヒーを買います。	あさわおにぎりとこおひいおかいます	あさわおにぎりとこひおかいます
町には大きなビルはありませんが、ゆうびんきょくやびょういん、スーパーがあります。	まちにわおきなびるわありませんがゆうびんきょくやびょおいんすうぱあがあります	まちにわおきなびるわありませんがゆうびんきょくやびょおいんすぱがあります
眺めもいいし、サービスも丁寧だし、この旅館が好きです。	ながめもいしさあびすもてえねえだしこのりょかんがすきです	ながめもいしさびすもてえねえだしこのりょかんがすきです
調査の結果は、来月中にホームページ上で一般に公開される。	ちょおさのけっかわらいげつちゅうにほおむぺえじじょおでえっぱんにこおかいされる	ちょおさのけっかわらいげつちゅうにほむぺじじょおでえっぱんにこおかいされる
長い間掃除していなかったので、机の上が砂でざらざらしていた。	ながいあいだそおじしてえなかったのでつくえのおえがすなでざらざらしてえた	ながいまそおじしてえなかったのでつくえのおえがすなでざらざらしてえた
長引く不況で、街全体に沈滞したムードが漂っていた。	ながびくふきょおでまちぜんたいにちんたいしたむうどがただよってえた	ながびくふきょおでまちぜんたいにちんたいしたむどがただよってえた
長年のプレッシャーからようやく解放され、心から安堵した。	ながねんのぷれっしゃあからよおやくかいほおされこころからあんどした	ながねんのぷれっしゃからよおやくかいほおされこころからあんどした
長年の実績に裏打ちされた威望が、彼の発言に重みを与えている。	ながねんのじっせきにうらうちされたいぼおがかれのわつげんにおもみおあたえてえる	ながねんのじっせきにうらうちされたたけしもちがかれのわつげんにおもみおあたえてえる
長年連れ添った二人は、まるで異体同心のように互いを察し合う。	ながねんつれそったふたりわまるでえたいどおしんのよおにたがいおさっしあう	ながねんつれそったににんわまるでえたいどおしんのよおにたがいおさっしあう
直接話すよりも、間接的にメッセージで伝える方が楽な時もあります。	ちょくせつわなすよりもかんせつてきにめっせえじでつたえるほおがらくなときもあります	ちょくせつわなすよりもかんせつてきにめっせじでつたえるほおがらくなときもあります
通行の邪魔にならないよう、車を道の端に寄せて停めた。	つうこおのじゃまにならないよおくるまおみちのわしによせてとめた	つうこおのじゃまにならないよおくるまおみちのわじによせてとめた
通帳の残高を見て、使いすぎていたことに愕然とした。	つうちょおのざんだかおみてつかいすぎてえたことにがくぜんとした	かよいちょおのざんだかおみてつかいすぎてえたことにがくぜんとした
通帳を見たら、給料がもう振り込まれていました。	つうちょおみたらきゅうりょおがもおふりこまれてえました	かよいちょおみたらきゅうりょおがもおふりこまれてえました
庭ではボールで遊んで、家では人形と話していました。	にわでわぼおるであそんでえでわにんぎょおとわなしてえました	にわでわぼるであそんでえでわにんぎょおとわなしてえました
庭でボールを投げて、犬が口で噛んで持って帰ってきます。落とした物を踏まないように歩きます。	にわでぼおるおなげてえぬがくちでかんでもってかえってきますおとしたものおふまないよおにあるきます	にわでぼるおなげてえぬがくちでかんでもってかえってきますおとしたものおふまないよおにあるきます
庭には花を植えて、ハーブも育てる予定です。	にわにわわなおえてわあぶもそだてるよてえです	にわにわわなおえてわぶもそだてるよてえです
庭一面に咲いた金木犀が、芳しい香りをあたりに漂わせている。	にわいちめんにさいたきんもくせえがかぐわしいかおりおあたりにただよわせてえる	にわいちめんにさいたきんもくせえがかんばしいかおりおあたりにただよわせてえる
弟が新しいゲーム機を欲しがっています。	おとおとがあたらしいげえむきおほしがってえます	おとおとがあたらしいげむきおほしがってえます
弟と妹は中学生で、兄弟みんなでゲームをしています。	おとおとといもおとわちゅうがくせえできょおだいみんなでげえむおしてえます	おとおとといもおとわちゅうがくせえできょおだいみんなでげむおしてえます
弟はゲームに夢中で、ご飯も食べません。	おとおとわげえむにむちゅうでごわんもたべません	おとおとわげむにむちゅうでごわんもたべません
弟はゲームばかりしています。	おとおとわげえむばかりしてえます	おとおとわげむばかりしてえます
弟はボールを力いっぱい蹴った。	おとおとわぼおるおちからいっぱいけった	おとおとわぼるおちからいっぱいけった
弟は部屋でゲームをしています。	おとおとわえやでげえむおしてえます	おとおとわえやでげむおしてえます
弟は夜中に「もう食べられない」と寝言を言って、家族を笑わせた。	おとおとわよなかにもおたべられないとねごとおいってかぞくおわらわせた	おとおとわやちゅうにもおたべられないとねごとおいってかぞくおわらわせた
提出された報告書には肝心なデータがいくつか欠落しており、審査は保留となった。	てえしゅつされたほおこくしょにわかんじんなでえたがいくつかけつらくしておりしんさわほりゅうとなった	てえしゅつされたほおこくしょにわかんじんなでたがいくつかけつらくしておりしんさわほりゅうとなった
締め切りが刻々と迫る中、チーム全員が寝る間も惜しんで作業に当たった。	しめきりがこくこくとせまるなかちいむぜんいんがねるあいだもおしんでさぎょおにあたった	しめきりがこっこくとせまるなかちむぜんいんがねるまもおしんでさぎょおにあたった
締め切りが迫っているので、早めにセミナーへの参加を申し込んでおいた。	しめきりがせまってえるのでわやめにせみなあえのさんかおもおしこんでおいた	しめきりがせまってえるのでわやめにせみなえのさんかおもおしこんでおいた
締め切りには間に合わないと思いましたが、徹夜して何とか終わらせました。	しめきりにわまにあわないとおもいましたがてつやしてなにとかおわらせました	しめきりにわまにあわないとおもいましたがてつやしてなんとかおわらせました
締め切りに間に合うように、レポートを昨日のうちに提出しておきました。	しめきりにまにあうよおにれぽおとおきのおのおちにてえしゅつしておきました	しめきりにまにあうよおにれぽとおきのおのおちにてえしゅつしておきました
締め切りに間に合わせるため、彼は一週間ひたすら原稿を書き続けた。	しめきりにまにあわせるためかれわいっしゅうかんひたすらげんこおかきつずけた	しめきりにまにあわせるためかれわいちしゅうかんひたすらげんこおかきつずけた
締め切りに追われ、気づけば無我夢中で朝までキーボードを叩いていた。	しめきりにおわれきずけばむがむちゅうであさまできいぼおどおたたいてえた	しめきりにおわれきずけばむがむちゅうであさまできぼどおたたいてえた
締め切りに追われ、彼は書き上げたばかりの草稿を推敲する暇もなく提出した。	しめきりにおわれかれわかきあげたばかりのそおこおすいこおするいとまもなくてえしゅつした	しめきりにおわれかれわかきあげたばかりのそおこおすいこおするひまもなくてえしゅつした
締め切り前になって慌てて準備するのは、彼の典型的な行動パターンだ。	しめきりまえになってあわててじゅんびするのわかれのてんけえてきなこおどおぱたあんだ	しめきりまえになってあわててじゅんびするのわかれのてんけえてきなこおどおぱたんだ
締め切り前の彼の机は、資料が乱雑に積まれて足の踏み場もない。	しめきりまえのかれのつくえわしりょおがらんざつにつまれてあしのふみばもない	しめきりまえのかれのつくえわしりょおがらんざつにつまれてあしのふみじょおもない
締切まで1日で全部終わらせっこない。	しめきりまでえちにちでぜんぶおわらせっこない	しめきりまでにちでぜんぶおわらせっこない
敵国の巧妙な謀略に嵌まり、同盟は内部から瓦解していった。	てきこくのこおみょおなぼおりゃくにわまりどおめえわないぶからがかいしてえった	てっこくのこおみょおなぼおりゃくにわままりどおめえわないぶからがかいしてえった
適合するドナーが現れ、弟はようやく骨髄移植を受けられる運びとなった。	てきごおするどなあがあらわれおとおとわよおやくこつずいしょくおけられるわこびとなった	てきごおするどながあらわれおとおとわよおやくこつずいしょくおけられるわこびとなった
天気がいいから、布団を外に干そう。	てんきがいからふとんおそとにほそお	てんきがいからふとんおそとにひそお
天気がいいので、洗濯物がすぐ乾きます。	てんきがいのでせんたくものがすぐかわきます	てんきがいのでせんたくぶつがすぐかわきます
天気予報によると、明日の午後に雨が降る確率は七十パーセントだそうだ。	てんきよほおによるとあしたのごごにあめがふるかくりつわななじゅっぱあせんとだそおだ	てんきよほおによるとあしたのごごにあめがふるかくりつわななじゅうぱせんとだそおだ
店に着いたら、まず制服に着がえて、手をきれいに洗います。	みせについたらまずせえふくにきがえてておきれえにあらいます	みせについたらまずせえふくにちゃくがえてておきれえにあらいます
店は九時に閉まります。	みせわくじにしまります	みせわきゅうじにしまります
